monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
0,0,0,0,1,0,0,20250417,20250425,360
0,0,0,0,1,0,0,20250417,20250509,661
0,0,0,0,1,0,0,20250418,20250425,1173
0,0,0,0,1,0,0,20250418,20250502,401
0,0,0,0,1,0,0,20250418,20250502,893
0,0,0,0,1,0,0,20250418,20250509,889
0,0,0,0,1,0,0,20250418,20250510,1127
0,0,0,0,1,0,0,20250419,20250502,375
0,0,0,0,1,0,0,20250425,20250502,393
0,0,0,0,1,0,0,20250425,20250502,701
0,0,0,0,1,0,0,20250425,20250509,645
0,0,0,0,1,0,0,20250425,20250509,967
0,0,0,0,1,0,0,20250430,20250513,1020
0,0,0,0,1,0,0,20250502,20250509,1038
0,0,0,0,1,0,0,20250502,20250509,449
0,0,0,0,1,0,0,20250502,20250511,238
0,0,0,0,1,0,1,20250413,20250418,206
0,0,0,0,1,0,1,20250413,20250418,284
0,0,0,0,1,0,1,20250413,20250418,600
0,0,0,0,1,0,1,20250413,20250418,62
0,0,0,0,1,0,1,20250413,20250418,72
0,0,0,0,1,0,1,20250418,20250420,173
0,0,0,0,1,0,1,20250425,20250427,641
0,0,0,0,1,0,1,20250425,20250509,713
0,0,0,0,1,0,1,20250425,20250511,1065
0,0,0,0,1,0,1,20250425,20250511,177
0,0,0,0,1,0,1,20250425,20250511,248
0,0,0,0,1,0,1,20250425,20250511,587
0,0,0,0,1,0,1,20250425,20250511,9
0,0,0,0,1,0,1,20250427,20250502,156
0,0,0,0,1,0,1,20250427,20250511,289
0,0,0,0,1,0,1,20250427,20250511,381
0,0,0,0,1,0,1,20250502,20250504,748
0,0,0,0,1,0,1,20250502,20250511,757
0,0,0,0,1,0,1,20250504,20250509,176
0,0,0,0,1,0,1,20250504,20250511,276
0,0,0,0,1,0,1,20250504,20250511,619
0,0,0,0,1,0,1,20250509,20250511,386
0,0,0,0,1,1,0,20250417,20250510,196
0,0,0,0,1,1,0,20250418,20250419,945
0,0,0,0,1,1,0,20250418,20250420,842
0,0,0,0,1,1,0,20250418,20250426,1192
0,0,0,0,1,1,0,20250418,20250510,610
0,0,0,0,1,1,0,20250419,20250426,124
0,0,0,0,1,1,0,20250419,20250427,26
0,0,0,0,1,1,0,20250425,20250426,1062
0,0,0,0,1,1,0,20250425,20250503,1254
0,0,0,0,1,1,0,20250425,20250510,42
0,0,0,0,1,1,0,20250425,20250510,96
0,0,0,0,1,1,0,20250426,20250502,887
0,0,0,0,1,1,0,20250426,20250510,971
0,0,0,0,1,1,0,20250502,20250503,598
0,0,0,0,1,1,0,20250502,20250505,505
0,0,0,0,1,1,0,20250502,20250505,956
0,0,0,0,1,1,0,20250503,20250509,228
0,0,0,0,1,1,0,20250503,20250510,700
0,0,0,0,1,1,0,20250509,20250510,1234
0,0,0,0,1,1,0,20250509,20250512,104
0,0,0,0,1,1,0,20250509,20250512,881
0,0,0,0,1,1,0,20250510,20250511,988
0,0,0,0,1,1,0,20250510,20250512,479
0,0,0,0,1,1,1,20250413,20250419,1169
0,0,0,0,1,1,1,20250413,20250419,595
0,0,0,0,1,1,1,20250413,20250419,73
0,0,0,0,1,1,1,20250413,20250420,1176
0,0,0,0,1,1,1,20250413,20250421,83
0,0,0,0,1,1,1,20250413,20250427,63
0,0,0,0,1,1,1,20250413,20250504,533
0,0,0,0,1,1,1,20250418,20250420,47
0,0,0,0,1,1,1,20250419,20250425,51
0,0,0,0,1,1,1,20250419,20250426,212
0,0,0,0,1,1,1,20250419,20250427,894
0,0,0,0,1,1,1,20250425,20250427,649
0,0,0,0,1,1,1,20250425,20250504,968
0,0,0,0,1,1,1,20250426,20250502,161
0,0,0,0,1,1,1,20250426,20250504,903
0,0,0,0,1,1,1,20250426,20250511,647
0,0,0,0,1,1,1,20250427,20250511,892
0,0,0,0,1,1,1,20250502,20250504,642
0,0,0,0,1,1,1,20250502,20250509,1147
0,0,0,0,1,1,1,20250503,20250509,909
0,0,0,0,1,1,1,20250503,20250511,122
0,0,0,0,1,1,1,20250503,20250512,756
0,0,0,0,1,1,1,20250503,20250513,1132
0,0,0,0,1,1,1,20250509,20250511,732
0,0,0,1,0,0,0,20250417,20250424,867
0,0,0,1,0,0,0,20250424,20250501,233
0,0,0,1,0,0,1,20250413,20250417,216
0,0,0,1,0,0,1,20250413,20250417,560
0,0,0,1,0,0,1,20250413,20250417,955
0,0,0,1,0,0,1,20250417,20250420,1210
0,0,0,1,0,0,1,20250427,20250501,1268
0,0,0,1,0,0,1,20250504,20250511,1212
0,0,0,1,0,0,1,20250508,20250511,1031
0,0,0,1,0,1,0,20250417,20250419,239
0,0,0,1,0,1,0,20250419,20250424,1021
0,0,0,1,0,1,0,20250424,20250426,518
0,0,0,1,0,1,0,20250426,20250501,787
0,0,0,1,0,1,0,20250501,20250503,1227
0,0,0,1,0,1,1,20250424,20250427,601
0,0,0,1,0,1,1,20250426,20250504,862
0,0,0,1,0,1,1,20250501,20250504,451
0,0,0,1,0,1,1,20250508,20250511,1241
0,0,0,1,1,0,0,20250417,20250418,771
0,0,0,1,1,0,0,20250417,20250418,851
0,0,0,1,1,0,0,20250417,20250425,419
0,0,0,1,1,0,0,20250417,20250430,86
0,0,0,1,1,0,0,20250418,20250424,873
0,0,0,1,1,0,0,20250424,20250425,629
0,0,0,1,1,0,0,20250501,20250502,136
0,0,0,1,1,0,0,20250508,20250509,1142
0,0,0,1,1,0,1,20250413,20250418,588
0,0,0,1,1,0,1,20250413,20250418,814
0,0,0,1,1,0,1,20250413,20250420,582
0,0,0,1,1,0,1,20250417,20250420,333
0,0,0,1,1,0,1,20250417,20250428,20
0,0,0,1,1,0,1,20250427,20250511,608
0,0,0,1,1,0,1,20250504,20250513,1162
0,0,0,1,1,1,0,20250417,20250419,670
0,0,0,1,1,1,0,20250417,20250510,788
0,0,0,1,1,1,0,20250501,20250503,347
0,0,0,1,1,1,0,20250501,20250503,404
0,0,0,1,1,1,0,20250502,20250513,906
0,0,0,1,1,1,0,20250503,20250512,801
0,0,0,1,1,1,0,20250508,20250510,1069
0,0,0,1,1,1,1,20250413,20250421,3
0,0,0,1,1,1,1,20250413,20250424,729
0,0,0,1,1,1,1,20250413,20250425,541
0,0,0,1,1,1,1,20250424,20250427,1223
0,0,0,1,1,1,1,20250501,20250504,579
0,0,0,1,1,1,1,20250503,20250511,675
0,0,0,1,1,1,1,20250503,20250513,431
0,0,0,1,1,1,1,20250508,20250511,836
0,0,1,0,0,0,0,20250416,20250429,205
0,0,1,0,0,0,0,20250422,20250430,1107
0,0,1,0,0,0,0,20250423,20250501,116
0,0,1,0,0,0,1,20250413,20250416,1113
0,0,1,0,0,0,1,20250416,20250420,828
0,0,1,0,0,0,1,20250426,20250511,1260
0,0,1,0,0,1,0,20250419,20250423,986
0,0,1,0,0,1,0,20250423,20250426,1237
0,0,1,0,0,1,1,20250419,20250423,1047
0,0,1,0,1,0,0,20250418,20250423,1229
0,0,1,0,1,0,0,20250419,20250427,531
0,0,1,0,1,0,0,20250423,20250425,416
0,0,1,0,1,0,0,20250425,20250430,920
0,0,1,0,1,0,0,20250430,20250502,193
0,0,1,0,1,0,0,20250430,20250502,234
0,0,1,0,1,0,0,20250430,20250502,651
0,0,1,0,1,0,0,20250502,20250507,318
0,0,1,0,1,0,1,20250425,20250430,141
0,0,1,0,1,0,1,20250427,20250502,279
0,0,1,0,1,1,0,20250425,20250430,1091
0,0,1,0,1,1,1,20250413,20250419,876
0,0,1,0,1,1,1,20250419,20250425,943
0,0,1,1,0,0,0,20250414,20250423,28
0,0,1,1,0,0,0,20250415,20250424,589
0,0,1,1,0,0,0,20250416,20250417,1016
0,0,1,1,0,0,0,20250416,20250417,249
0,0,1,1,0,0,0,20250416,20250417,417
0,0,1,1,0,0,0,20250416,20250417,652
0,0,1,1,0,0,0,20250416,20250417,657
0,0,1,1,0,0,0,20250417,20250425,1129
0,0,1,1,0,0,0,20250423,20250424,946
0,0,1,1,0,0,0,20250430,20250501,66
0,0,1,1,0,0,0,20250507,20250508,915
0,0,1,1,0,0,1,20250413,20250417,462
0,0,1,1,0,0,1,20250420,20250424,304
0,0,1,1,0,0,1,20250427,20250501,853
0,0,1,1,0,0,1,20250427,20250511,1143
0,0,1,1,0,1,0,20250416,20250419,171
0,0,1,1,0,1,0,20250419,20250424,1257
0,0,1,1,0,1,1,20250416,20250420,749
0,0,1,1,0,1,1,20250419,20250424,526
0,0,1,1,0,1,1,20250503,20250508,949
0,0,1,1,1,0,0,20250416,20250418,1096
0,0,1,1,1,0,0,20250423,20250425,636
0,0,1,1,1,0,0,20250427,20250509,202
0,0,1,1,1,0,0,20250430,20250502,1120
0,0,1,1,1,0,0,20250502,20250509,1033
0,0,1,1,1,0,0,20250507,20250509,286
0,0,1,1,1,1,0,20250430,20250503,1114
0,0,1,1,1,1,0,20250509,20250512,368
0,0,1,1,1,1,0,20250510,20250513,184
0,0,1,1,1,1,1,20250417,20250427,55
0,0,1,1,1,1,1,20250423,20250427,1043
0,0,1,1,1,1,1,20250507,20250511,1116
0,1,0,0,0,0,0,20250422,20250429,1121
0,1,0,0,0,0,1,20250413,20250415,934
0,1,0,0,0,0,1,20250422,20250427,603
0,1,0,0,0,0,1,20250506,20250511,1198
0,1,0,0,0,0,1,20250511,20250513,746
0,1,0,0,0,1,0,20250419,20250422,52
0,1,0,0,0,1,0,20250422,20250426,690
0,1,0,0,0,1,0,20250510,20250513,516
0,1,0,0,0,1,1,20250419,20250422,409
0,1,0,0,0,1,1,20250422,20250427,394
0,1,0,0,1,0,0,20250419,20250502,1086
0,1,0,0,1,0,0,20250422,20250425,1028
0,1,0,0,1,0,0,20250429,20250502,913
0,1,0,0,1,0,0,20250506,20250509,1009
0,1,0,0,1,0,1,20250413,20250418,951
0,1,0,0,1,1,0,20250505,20250513,379
0,1,0,0,1,1,1,20250422,20250427,80
0,1,0,1,0,0,0,20250414,20250425,1154
0,1,0,1,0,0,0,20250415,20250417,952
0,1,0,1,0,0,0,20250422,20250424,337
0,1,0,1,0,0,0,20250429,20250501,1018
0,1,0,1,0,0,1,20250420,20250424,181
0,1,0,1,0,0,1,20250427,20250501,74
0,1,0,1,0,0,1,20250427,20250507,330
0,1,0,1,0,0,1,20250427,20250511,450
0,1,0,1,0,1,0,20250415,20250503,506
0,1,0,1,0,1,1,20250419,20250424,364
0,1,0,1,1,0,0,20250414,20250425,1158
0,1,0,1,1,0,0,20250414,20250425,522
0,1,0,1,1,0,0,20250422,20250425,563
0,1,0,1,1,0,0,20250422,20250425,819
0,1,0,1,1,0,0,20250506,20250509,768
0,1,0,1,1,1,0,20250419,20250426,783
0,1,0,1,1,1,0,20250422,20250426,692
0,1,0,1,1,1,1,20250418,20250427,941
0,1,0,1,1,1,1,20250422,20250427,509
0,1,1,0,0,0,0,20250414,20250423,761
0,1,1,0,0,0,0,20250414,20250424,764
0,1,1,0,0,0,0,20250414,20250425,1197
0,1,1,0,0,0,0,20250415,20250416,166
0,1,1,0,0,0,0,20250415,20250425,537
0,1,1,0,0,0,0,20250416,20250429,373
0,1,1,0,0,0,0,20250417,20250513,15
0,1,1,0,0,0,0,20250417,20250513,454
0,1,1,0,0,0,0,20250422,20250423,1117
0,1,1,0,0,0,0,20250422,20250423,841
0,1,1,0,0,0,0,20250429,20250430,157
0,1,1,0,0,0,0,20250506,20250507,1252
0,1,1,0,0,0,0,20250507,20250513,477
0,1,1,0,0,0,1,20250413,20250416,387
0,1,1,0,0,0,1,20250413,20250420,305
0,1,1,0,0,0,1,20250423,20250430,142
0,1,1,0,0,0,1,20250426,20250511,1181
0,1,1,0,0,1,1,20250419,20250423,266
0,1,1,0,0,1,1,20250506,20250511,282
0,1,1,0,1,0,0,20250422,20250425,1177
0,1,1,0,1,0,0,20250425,20250513,1002
0,1,1,0,1,0,0,20250425,20250513,1073
0,1,1,0,1,0,0,20250428,20250508,472
0,1,1,0,1,0,0,20250429,20250502,1214
0,1,1,0,1,0,0,20250502,20250507,658
0,1,1,0,1,0,1,20250419,20250428,750
0,1,1,0,1,1,0,20250422,20250426,331
0,1,1,0,1,1,0,20250426,20250513,691
0,1,1,0,1,1,1,20250414,20250425,1190
0,1,1,0,1,1,1,20250422,20250427,1007
0,1,1,0,1,1,1,20250503,20250511,296
0,1,1,1,0,0,0,20250413,20250430,475
0,1,1,1,0,0,0,20250414,20250424,1008
0,1,1,1,0,0,0,20250414,20250425,37
0,1,1,1,0,0,0,20250414,20250425,802
0,1,1,1,0,0,0,20250414,20250501,517
0,1,1,1,0,0,0,20250415,20250417,153
0,1,1,1,0,0,0,20250415,20250417,363
0,1,1,1,0,0,0,20250415,20250424,805
0,1,1,1,0,0,0,20250416,20250425,313
0,1,1,1,0,0,0,20250416,20250427,697
0,1,1,1,0,0,0,20250416,20250428,339
0,1,1,1,0,0,0,20250416,20250501,1017
0,1,1,1,0,0,0,20250416,20250501,784
0,1,1,1,0,0,0,20250417,20250423,320
0,1,1,1,0,0,0,20250417,20250424,758
0,1,1,1,0,0,0,20250417,20250425,904
0,1,1,1,0,0,0,20250417,20250430,1255
0,1,1,1,0,0,0,20250417,20250430,149
0,1,1,1,0,0,0,20250417,20250501,242
0,1,1,1,0,0,0,20250417,20250502,883
0,1,1,1,0,0,0,20250417,20250513,178
0,1,1,1,0,0,0,20250417,20250513,311
0,1,1,1,0,0,0,20250417,20250513,622
0,1,1,1,0,0,0,20250417,20250513,81
0,1,1,1,0,0,0,20250422,20250424,1088
0,1,1,1,0,0,0,20250422,20250424,162
0,1,1,1,0,0,0,20250422,20250424,250
0,1,1,1,0,0,0,20250422,20250424,683
0,1,1,1,0,0,0,20250422,20250429,117
0,1,1,1,0,0,0,20250429,20250501,1178
0,1,1,1,0,0,0,20250429,20250501,618
0,1,1,1,0,0,0,20250505,20250513,727
0,1,1,1,0,0,0,20250506,20250508,203
0,1,1,1,0,0,0,20250506,20250513,273
0,1,1,1,0,0,0,20250508,20250513,674
0,1,1,1,0,0,1,20250414,20250422,2
0,1,1,1,0,1,0,20250419,20250424,1151
0,1,1,1,0,1,0,20250506,20250510,495
0,1,1,1,0,1,1,20250417,20250424,671
0,1,1,1,0,1,1,20250417,20250425,1207
0,1,1,1,0,1,1,20250419,20250424,1013
0,1,1,1,0,1,1,20250427,20250511,559
0,1,1,1,0,1,1,20250506,20250511,1170
0,1,1,1,1,0,0,20250414,20250424,423
0,1,1,1,1,0,0,20250414,20250425,1174
0,1,1,1,1,0,0,20250414,20250507,1155
0,1,1,1,1,0,0,20250415,20250425,268
0,1,1,1,1,0,0,20250415,20250502,461
0,1,1,1,1,0,0,20250415,20250506,806
0,1,1,1,1,0,0,20250416,20250424,231
0,1,1,1,1,0,0,20250416,20250428,1006
0,1,1,1,1,0,0,20250416,20250428,11
0,1,1,1,1,0,0,20250416,20250502,779
0,1,1,1,1,0,0,20250416,20250513,27
0,1,1,1,1,0,0,20250417,20250426,427
0,1,1,1,1,0,0,20250417,20250502,648
0,1,1,1,1,0,0,20250417,20250505,871
0,1,1,1,1,0,0,20250418,20250424,434
0,1,1,1,1,0,0,20250418,20250429,246
0,1,1,1,1,0,0,20250418,20250430,637
0,1,1,1,1,0,0,20250418,20250501,1139
0,1,1,1,1,0,0,20250418,20250501,659
0,1,1,1,1,0,0,20250422,20250425,1067
0,1,1,1,1,0,0,20250422,20250425,269
0,1,1,1,1,0,0,20250423,20250425,382
0,1,1,1,1,0,0,20250423,20250513,540
0,1,1,1,1,0,0,20250429,20250502,1235
0,1,1,1,1,0,0,20250429,20250513,1089
0,1,1,1,1,0,0,20250429,20250513,990
0,1,1,1,1,0,0,20250502,20250513,441
0,1,1,1,1,0,0,20250503,20250513,482
0,1,1,1,1,0,0,20250506,20250509,1152
0,1,1,1,1,0,1,20250417,20250512,823
0,1,1,1,1,0,1,20250420,20250425,1219
0,1,1,1,1,0,1,20250422,20250427,400
0,1,1,1,1,1,0,20250413,20250510,660
0,1,1,1,1,1,0,20250414,20250424,1133
0,1,1,1,1,1,0,20250415,20250425,256
0,1,1,1,1,1,0,20250419,20250501,527
0,1,1,1,1,1,0,20250422,20250426,833
0,1,1,1,1,1,0,20250503,20250510,1080
0,1,1,1,1,1,0,20250505,20250513,69
0,1,1,1,1,1,0,20250506,20250510,928
0,1,1,1,1,1,0,20250506,20250513,684
0,1,1,1,1,1,1,20250413,20250427,402
0,1,1,1,1,1,1,20250413,20250513,558
0,1,1,1,1,1,1,20250414,20250424,705
0,1,1,1,1,1,1,20250416,20250513,1001
0,1,1,1,1,1,1,20250416,20250513,1130
0,1,1,1,1,1,1,20250419,20250425,694
0,1,1,1,1,1,1,20250419,20250426,515
0,1,1,1,1,1,1,20250420,20250426,460
0,1,1,1,1,1,1,20250422,20250427,265
0,1,1,1,1,1,1,20250422,20250508,350
0,1,1,1,1,1,1,20250422,20250509,70
0,1,1,1,1,1,1,20250423,20250501,773
0,1,1,1,1,1,1,20250426,20250502,89
0,1,1,1,1,1,1,20250426,20250511,1183
0,1,1,1,1,1,1,20250506,20250511,67
0,1,1,1,1,1,1,20250507,20250513,183
1,0,0,0,0,0,0,20250413,20250422,128
1,0,0,0,0,0,0,20250414,20250512,132
1,0,0,0,0,0,0,20250418,20250427,213
1,0,0,0,0,0,0,20250418,20250501,926
1,0,0,0,0,0,0,20250428,20250511,287
1,0,0,0,0,0,0,20250428,20250511,293
1,0,0,0,0,0,0,20250428,20250512,351
1,0,0,0,0,0,0,20250428,20250512,61
1,0,0,0,0,0,0,20250502,20250513,371
1,0,0,0,0,0,0,20250502,20250513,584
1,0,0,0,0,0,0,20250502,20250513,79
1,0,0,0,0,0,0,20250503,20250513,617
1,0,0,0,0,0,0,20250505,20250512,1138
1,0,0,0,0,0,0,20250505,20250513,33
1,0,0,0,0,0,0,20250512,20250513,738
1,0,0,0,0,0,1,20250413,20250414,8
1,0,0,0,0,0,1,20250413,20250414,857
1,0,0,0,0,0,1,20250413,20250414,921
1,0,0,0,0,0,1,20250418,20250427,627
1,0,0,0,0,0,1,20250419,20250427,859
1,0,0,0,0,0,1,20250420,20250421,957
1,0,0,0,0,0,1,20250420,20250427,35
1,0,0,0,0,0,1,20250421,20250427,812
1,0,0,0,0,0,1,20250426,20250512,457
1,0,0,0,0,0,1,20250427,20250428,424
1,0,0,0,0,0,1,20250502,20250513,1019
1,0,0,0,0,0,1,20250502,20250513,960
1,0,0,0,0,0,1,20250503,20250513,1055
1,0,0,0,0,0,1,20250504,20250505,43
1,0,0,0,0,0,1,20250504,20250513,278
1,0,0,0,0,0,1,20250505,20250511,92
1,0,0,0,0,0,1,20250505,20250513,253
1,0,0,0,0,0,1,20250511,20250512,961
1,0,0,0,0,0,1,20250511,20250513,1084
1,0,0,0,0,0,1,20250511,20250513,175
1,0,0,0,0,0,1,20250511,20250513,865
1,0,0,0,0,1,0,20250418,20250501,1032
1,0,0,0,0,1,0,20250419,20250421,1076
1,0,0,0,0,1,0,20250419,20250501,1051
1,0,0,0,0,1,0,20250426,20250428,999
1,0,0,0,0,1,0,20250505,20250510,1122
1,0,0,0,0,1,0,20250505,20250512,1191
1,0,0,0,0,1,0,20250510,20250512,744
1,0,0,0,0,1,1,20250417,20250513,681
1,0,0,0,0,1,1,20250418,20250427,1217
1,0,0,0,0,1,1,20250419,20250421,1205
1,0,0,0,0,1,1,20250419,20250427,376
1,0,0,0,0,1,1,20250426,20250428,753
1,0,0,0,0,1,1,20250426,20250513,739
1,0,0,0,0,1,1,20250503,20250505,978
1,0,0,0,1,0,0,20250414,20250418,277
1,0,0,0,1,0,0,20250414,20250418,405
1,0,0,0,1,0,0,20250417,20250425,954
1,0,0,0,1,0,0,20250418,20250421,101
1,0,0,0,1,0,0,20250421,20250425,481
1,0,0,0,1,0,0,20250425,20250428,396
1,0,0,0,1,0,0,20250502,20250505,476
1,0,0,0,1,0,0,20250505,20250512,874
1,0,0,0,1,0,0,20250505,20250513,735
1,0,0,0,1,0,0,20250509,20250512,148
1,0,0,0,1,0,1,20250414,20250421,133
1,0,0,0,1,0,1,20250418,20250421,1077
1,0,0,0,1,0,1,20250418,20250427,888
1,0,0,0,1,0,1,20250419,20250427,830
1,0,0,0,1,0,1,20250420,20250425,125
1,0,0,0,1,0,1,20250425,20250428,254
1,0,0,0,1,0,1,20250509,20250512,1218
1,0,0,0,1,1,0,20250414,20250419,716
1,0,0,0,1,1,0,20250418,20250421,210
1,0,0,0,1,1,0,20250425,20250428,340
1,0,0,0,1,1,0,20250509,20250512,111
1,0,0,0,1,1,1,20250417,20250425,209
1,0,0,0,1,1,1,20250418,20250421,604
1,0,0,0,1,1,1,20250418,20250425,798
1,0,0,0,1,1,1,20250421,20250427,777
1,0,0,0,1,1,1,20250425,20250428,1057
1,0,0,0,1,1,1,20250425,20250502,927
1,0,0,0,1,1,1,20250509,20250512,866
1,0,0,1,0,0,0,20250414,20250417,1093
1,0,0,1,0,0,0,20250417,20250421,1159
1,0,0,1,0,0,0,20250421,20250424,1168
1,0,0,1,0,0,0,20250428,20250507,355
1,0,0,1,0,0,0,20250501,20250505,524
1,0,0,1,0,0,0,20250505,20250513,726
1,0,0,1,0,0,1,20250413,20250427,24
1,0,0,1,0,0,1,20250504,20250511,561
1,0,0,1,0,1,1,20250427,20250512,1271
1,0,0,1,1,0,0,20250413,20250425,34
1,0,0,1,1,0,0,20250418,20250424,207
1,0,0,1,1,0,0,20250424,20250428,1106
1,0,0,1,1,0,0,20250428,20250502,1244
1,0,0,1,1,0,0,20250505,20250513,672
1,0,0,1,1,0,1,20250413,20250418,564
1,0,0,1,1,0,1,20250421,20250501,1253
1,0,0,1,1,0,1,20250427,20250502,421
1,0,0,1,1,1,1,20250417,20250421,483
1,0,0,1,1,1,1,20250504,20250510,473
1,0,1,0,0,0,0,20250414,20250416,480
1,0,1,0,0,0,0,20250414,20250416,910
1,0,1,0,0,0,0,20250421,20250423,138
1,0,1,0,0,0,0,20250428,20250430,442
1,0,1,0,0,0,0,20250504,20250512,1256
1,0,1,0,0,0,0,20250505,20250507,425
